0,1,2,3,4,5
0.0,0.2087653358881613,3.3815642833709716,3.560082459449768,1.92737717628479,-2.3226040840148925
0.0,0.09019745173740144,4.841520309448242,5.610600090026855,2.8237914085388183,-3.0784576892852784
0.0,0.5773712548255663,2.1657243728637696,3.0572218179702757,0.31396371126174927,-3.2547966480255126
0.0,0.24639719612975886,3.209906244277954,3.476456332206726,1.7366579413414,-2.320053243637085
0.0,0.03628960949304125,5.0317902088165285,4.257804584503174,3.162739944458008,-2.5131628036499025
0.0,0.5131043154209296,1.9308170199394226,1.9694555163383485,0.17504690885543822,-3.0124727964401243
0.0,0.032210899876316666,5.356781625747681,5.149470090866089,3.319499373435974,-2.73718843460083
0.0,0.13555260948172754,3.54428870677948,2.7994001865386964,1.8498852372169494,-2.6268100500106812
0.0,0.05936994100534296,4.868510007858276,5.021567010879517,2.854108691215515,-2.8968497276306153
0.0,0.01889090607778548,5.718136501312256,4.895275449752807,3.6511642217636107,-2.5778825759887694
0.0,0.007862021275830142,6.576246881484986,5.65999584197998,4.205988955497742,-2.869415521621704
0.0,0.06302606243297287,4.774164628982544,4.83671383857727,3.0071383237838747,-2.633738946914673
0.0,0.07362271681275792,4.238128232955932,3.4456506252288817,2.456582713127136,-2.5428023815155028
0.0,0.06237290243824873,4.778509712219238,4.90963921546936,2.71497802734375,-2.898320960998535
0.0,0.016197111488550582,5.836078405380249,4.869997310638428,3.6766836881637572,-2.737041139602661
0.0,0.03069964853824552,5.614800977706909,5.729575300216675,3.4868237018585204,-2.9353817462921143
0.0,0.0543321405975139,5.226310873031617,5.704379510879517,3.180906891822815,-2.9670270919799804
0.0,0.02017661385406882,5.805802202224731,5.527041292190551,3.57422080039978,-2.905482625961304
0.0,0.015090396588385747,6.179214286804199,5.966035652160644,3.9764216423034666,-2.834908962249756
0.0,0.24805324565625372,3.967763161659241,5.233278465270996,2.6520527601242065,-2.3957335233688353
0.0,0.06333331538666745,4.87405800819397,5.1536415100097654,2.8431212663650514,-2.892564630508423
0.0,0.008228557398193862,6.553063917160034,5.704926300048828,4.171648979187012,-2.875164842605591
0.0,0.041915010212447534,5.00504961013794,4.732567405700683,3.043433690071106,-2.704335165023804
0.0,0.031032884482947415,5.841731023788452,6.259218835830689,3.823244905471802,-2.8092359066009522
0.0,0.022031670896454275,5.5290830612182615,4.718112325668335,3.4658047199249267,-2.7272964477539063
0.0,0.03528714482292842,5.023074102401734,4.311785078048706,2.983920097351074,-2.685649585723877
0.0,0.03179706539881006,5.717384195327758,6.038853883743286,3.4803815126419066,-3.121642065048218
0.0,0.01660732500683481,5.7638938426971436,4.77733359336853,3.5574912786483766,-2.7452495098114014
0.0,0.05640574235806611,5.001751327514649,5.227632331848144,3.1648059129714965,-2.723476219177246
0.0,0.026612982816217913,5.515860939025879,5.134990692138672,3.5639915466308594,-2.5908724308013915
0.0,0.008341851433036705,6.457084369659424,5.3386969566345215,4.0495294570922855,-2.96106538772583
0.0,0.03994265111060094,4.937032079696655,4.132706952095032,3.0934468030929567,-2.4201786518096924
0.0,0.03443743361281849,5.075572776794433,4.269295740127563,3.146200180053711,-2.504731369018555
0.0,0.12008592107965245,4.719882488250732,5.735804033279419,3.0350648880004885,-2.765865182876587
0.0,0.5179308686102959,1.9860534191131591,2.047597122192383,0.41040873527526855,-2.6010036706924438
0.0,0.04131027713196943,5.742925119400025,6.435753202438354,3.492709159851074,-3.238977003097534
0.0,0.021156527091153503,5.650624752044678,5.1231461524963375,3.5585721731185913,-2.6976698875427245
0.0,0.3746254203997318,3.1721921443939207,4.286164617538452,1.2545053601264953,-3.1637613773345947
0.0,0.013102724249722322,6.025773000717163,5.017442274093628,3.7948917150497437,-2.7553327083587646
0.0,0.022858555815165472,5.565632486343384,5.016247415542603,3.5091363430023192,-2.676508569717407
0.0,0.02734728534965672,5.402267265319824,4.917299795150757,3.3499000787734987,-2.7623244762420653
0.0,0.024826350492512153,5.381468057632446,4.555973052978516,3.2970319509506227,-2.7315787792205812
0.0,0.025006310260957974,5.3934633255004885,4.479302549362183,3.3671427249908445,-2.5581103801727294
0.0,0.014607590183196462,6.006780338287354,5.393343067169189,3.7684491634368897,-2.7764026641845705
0.0,0.022639134491882842,5.6951947689056395,5.357840824127197,3.650826907157898,-2.733733892440796
0.0,0.09560596121938476,4.371015024185181,4.579222631454468,2.676727604866028,-2.5013164043426515
0.0,0.034950942130493115,5.372674036026001,5.376985692977906,3.232209014892578,-2.875874710083008
0.0,0.03191894754348708,5.192592144012451,4.485412359237671,3.2902180194854735,-2.5163927555084227
0.0,0.019302059574098793,5.706812047958374,5.099295425415039,3.5075854539871214,-2.799032735824585
0.0,0.011242095910339055,6.211313152313233,5.3673769474029545,3.9348546743392943,-2.751592826843262
0.0,0.010732001189058005,6.286325931549072,5.416790294647217,4.056821703910828,-2.7005831718444826
0.0,0.030298449697606682,5.316931104660034,4.90209321975708,3.3435338020324705,-2.620094347000122
